id,日期,录播来源,录播片段编号,起始时间点,结束时间点,文件名,文件类型,歌名,版本号,版本备注,中文歌名,原曲艺术家,演唱者,演唱状态,语言,备注,参考路灯man,有没有音频,切片源,有没有第二版本
A000318,2021.06.30,BV1Eb4y1y7bY,,0,218568, 酸酸甜甜就是我,mp3,酸酸甜甜就是我,,,,张含韵,"贝拉,乃琳",完整, 汉语,,,TRUE,,FALSE
A000319,2021.07.02,BV1iw411R7ov,,0,204696, 失眠飞行,mp3,失眠飞行,,,,莫叫弟弟,"向晚,嘉然",完整, 汉语,,,TRUE,,FALSE
A000320,2021.07.02,BV1iw411R7ov,,0,250152, 心愿便利贴 3.0,mp3,心愿便利贴,3.0,,,"元若蓝,大Q秉洛","向晚,贝拉,嘉然,乃琳",完整, 汉语,,,TRUE,,FALSE
A000321,2021.07.02,BV1iw411R7ov,,0,184032, 浪人琵琶,mp3,浪人琵琶,,,,胡66,乃琳,完整, 汉语,,,TRUE,,FALSE
A000322,2021.07.02,BV1iw411R7ov,,0,236232, 烟雨行舟,mp3,烟雨行舟,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000323,2021.07.02,BV1iw411R7ov,,0,220488, 遇见你的时候所有星星都落到我头上,mp3,遇见你的时候所有星星都落到我头上,,,,高姗,嘉然,完整, 汉语,,,TRUE,,FALSE
A000324,2021.07.03,BV1uw411Z7mP,,0,209664, 卡路里 [方言版],mp3,卡路里,,方言版,,斯外戈,"向晚,贝拉,嘉然,乃琳",完整, 汉语,,,TRUE,,FALSE
A000325,2021.07.03,BV1uw411Z7mP,,0,159312, 宁夏 2.0,mp3,宁夏,2.0,,,,"向晚,贝拉,嘉然,乃琳",完整, 汉语,,,TRUE,,FALSE
A000326,2021.07.03,BV1uw411Z7mP,,0,193560, 热爱105°C的你,mp3,热爱105°C的你,,,,阿肆,"向晚,贝拉,嘉然,乃琳",完整, 汉语,,,TRUE,,FALSE
A000327,2021.07.04,BV1Z64y197DR,,0,254952, 姐妹,mp3,姐妹,,,,언니동생 (姐妹),"向晚,嘉然,乃琳",完整, 汉语,,,TRUE,,FALSE
A000328,2021.07.15,BV1Q64y147Dc,,0,164640, 7%,mp3,7%,,,,V.R-,"向晚,乃琳",完整, 汉语,,,TRUE,,FALSE
A000329,2021.07.15,BV1Q64y147Dc,,0,185280, My Heart Will Go On,mp3,My Heart Will Go On,,,我心永恒,,"向晚,乃琳",完整, 英语,,,TRUE,,FALSE
A000330,2021.07.15,BV1Q64y147Dc,,0,186840, 声声慢 2.0,mp3,声声慢,2.0,,,小石头和孩子们,"向晚,乃琳",完整, 汉语,,,TRUE,,FALSE
A000331,2021.07.15,BV1PX4y1A7ga,,0,240672, 大笨钟 2.0,mp3,大笨钟,2.0,,,周杰伦,珈乐,完整, 汉语,,,TRUE,,FALSE
A000332,2021.07.15,BV1Q64y147Dc,,0,137160, 完美降落,mp3,完美降落,,,,"胡期皓,叶琼琳,董唧唧","向晚,乃琳",完整, 汉语,,,TRUE,,FALSE
A000333,2021.07.15,BV1PX4y1A7ga,,0,163776, 爱你在心口难开,mp3,爱你在心口难开,,,,高胜美,珈乐,完整, 汉语,,,TRUE,,FALSE
A000334,2021.07.15,BV1Q64y147Dc,,0,170280, 粉色苏打,mp3,粉色苏打,,,,"安全着陆,木秦","向晚,乃琳",完整, 汉语,,,TRUE,,FALSE
A000335,2021.07.16,BV1Kh411r763,,0,324888, Dearest,mp3,Dearest,,,,滨崎步 (浜崎あゆみ),贝拉,完整, 日语,,,TRUE,,FALSE
A000336,2021.07.16,BV1Kh411r763,,0,218256, 刀剑如梦,mp3,刀剑如梦,,,,谭维维,贝拉,完整, 汉语,,,TRUE,,FALSE
A000337,2021.07.16,BV1Kh411r763,,0,308616, 愛してる,mp3,愛してる,,,,高铃 (Callin'),贝拉,完整, 日语,,,TRUE,,FALSE
A000338,2021.07.16,BV1Kh411r763,,0,96000, 我,mp3,我,,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000339,2021.07.16,BV1Kh411r763,,0,281592, 星の在り処,mp3,星の在り処,,,,う～み,贝拉,完整, 日语,,,TRUE,,FALSE
A000340,2021.07.16,BV1Kh411r763,,0,227304, 追光者,mp3,追光者,,,,岑宁儿,珈乐,完整, 汉语,,,TRUE,,FALSE
A000341,2021.07.16,BV1Kh411r763,,0,223320, 隐形的翅膀,mp3,隐形的翅膀,,,,张韶涵,贝拉,完整, 汉语,,,TRUE,,FALSE
A000342,2021.07.18,BV1Lw41197AR,,0,213168, 我的心里只有你没有他,mp3,我的心里只有你没有他,,,,黄小琥,"贝拉,珈乐",完整, 汉语,,,TRUE,,FALSE
A000343,2021.07.18,BV1Lw41197AR,,0,217704, 舞娘,mp3,舞娘,,,,"周蕙,林宥嘉","贝拉,珈乐,嘉然",完整, 汉语,,,TRUE,,FALSE
A000344,2021.07.21,BV1Ty4y1j7Uf,,0,91944, 保留,mp3,保留,,预录,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000345,2021.07.21,BV1Ty4y1j7Uf,,0,252144, 外婆桥,mp3,外婆桥,,,,沐络,珈乐,完整, 汉语,,,TRUE,,FALSE
A000346,2021.07.21,BV19w41197nP,,0,216888, 多远都要在一起,mp3,多远都要在一起,,,,G.E.M. 邓紫棋,乃琳,完整, 汉语,,,TRUE,,FALSE
A000347,2021.07.21,BV1Ty4y1j7Uf,,0,192408, 夜车,mp3,夜车,,,,葛雨晴,珈乐,完整, 汉语,,,TRUE,,FALSE
A000348,2021.07.21,BV19w41197nP,,0,238848, 小永远 2.0,mp3,小永远,2.0,,,何洁,乃琳,完整, 汉语,,,TRUE,,FALSE
A000349,2021.07.21,BV19w41197nP,,0,178344, 桥豆麻袋,mp3,桥豆麻袋,,,,陈粒,乃琳,完整, 汉语,,,TRUE,,FALSE
A000350,2021.07.21,BV1Ty4y1j7Uf,,0,278808, 萱草花,mp3,萱草花,,,,张小斐,珈乐,完整, 汉语,,,TRUE,,FALSE
A000351,2021.07.22,BV1q54y1E7ft,,0,81528, AvAvA与晚羊羊,mp3,AvAvA与晚羊羊,,,,,"向晚,嘉然",完整, 汉语,,,TRUE,,FALSE
A000352,2021.07.23,BV1Pf4y1573P,,0,205824, 海芋恋 2.0,mp3,海芋恋,2.0,,,刘瑞琦,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000353,2021.07.23,,,0,208224, 海芋恋 3.0,mp3,海芋恋,3.0,,,刘瑞琦,贝拉,完整, 汉语,,,TRUE,,FALSE
A000354,2021.07.28,BV1Mw411R7At,,0,144744, I Know You Would Come,mp3,I Know You Would Come,,,,林小暗,向晚,完整, 英语,,,TRUE,,FALSE
A000355,2021.07.28,BV1Mw411R7At,,0,198600, Welcome To Wonderland,mp3,Welcome To Wonderland,,,,Anson Seabra,向晚,完整, 英语,,,TRUE,,FALSE
A000356,2021.07.28,BV1Mw411R7At,,0,247512, 世界不会轻易崩塌,mp3,世界不会轻易崩塌,,,,"硬糖少女303希林娜依·高,陈倩楠,黄恩茹,硬糖少女303王艺瑾",向晚,完整, 汉语,,,TRUE,,FALSE
A000357,2021.07.28,BV1z341167Bt,,0,221280, 可能否,mp3,可能否,,,,木小雅,乃琳,完整, 汉语,,,TRUE,,FALSE
A000358,2021.07.28,BV1z341167Bt,,0,237024, 暖暖 2.0,mp3,暖暖,2.0,,,梁静茹,乃琳,完整, 汉语,,,TRUE,,FALSE
A000359,2021.07.28,BV1Mw411R7At,,0,146256, 游戏继续,mp3,游戏继续,,,,Chinese Football,向晚,完整, 汉语,,,TRUE,,FALSE
A000360,2021.07.28,BV1z341167Bt,,0,217080, 爱你 4.0,mp3,爱你,4.0,,,G.E.M. 邓紫棋,乃琳,完整, 汉语,,,TRUE,,FALSE
A000361,2021.07.28,BV1Mw411R7At,,0,158952, 花房姑娘,mp3,花房姑娘,,,,魏语诺,向晚,完整, 汉语,,,TRUE,,FALSE
A000362,2021.07.29,BV1EL411p7Ro,,0,213960, Don't Worry Be Happy,mp3,Don't Worry Be Happy,,,,Holly Dolly,嘉然,完整, 英语,,,TRUE,,FALSE
A000363,2021.07.29,BV1EL411p7Ro,,0,215472, Kiss Me,mp3,Kiss Me,,,,Sixpence None The Richer,嘉然,完整, 汉语,,,TRUE,,FALSE
A000364,2021.07.29,BV1EL411p7Ro,,0,167064, 每一句都很甜,mp3,每一句都很甜,,,,"新乐尘符,李思雨",嘉然,完整, 汉语,,,TRUE,,FALSE
A000365,2021.07.29,BV1F64y1B7j4,,0,68760, 生日快乐歌 [小黄人ver.],mp3,生日快乐歌,,小黄人ver.,,华语群星,贝拉,完整, 汉语,,,TRUE,,FALSE
A000366,2021.07.29,BV1F64y1B7j4,,0,42480,Hello、How Do You Do,mp3,Hello、How Do You Do,,,,,贝拉,完整, 英语,,,TRUE,,FALSE
A000367,2021.07.30,BV1Tb4y1z7zC,,0,239904, 你的眼睛像星星,mp3,你的眼睛像星星,,,,"郭正正,老圈C","向晚,乃琳",完整, 汉语,,,TRUE,,FALSE
A000368,2021.07.30,BV1Tb4y1z7zC,,0,244536, 北极星的眼泪,mp3,北极星的眼泪,,,,张栋梁,贝拉,完整, 汉语,,,TRUE,,FALSE
A000369,2021.07.30,BV1Tb4y1z7zC,,0,185280, 夏天,mp3,夏天,,,,刘瑞琦,向晚,完整, 汉语,,,TRUE,,FALSE
A000370,2021.07.30,BV1Tb4y1z7zC,,0,317208, 想你的365天,mp3,想你的365天,,,,CoCo李玟,贝拉,完整, 汉语,,,TRUE,,FALSE
A000371,2021.07.30,BV1Tb4y1z7zC,,0,231744, 羞答答的玫瑰静悄悄地开 2.0,mp3,羞答答的玫瑰静悄悄地开,2.0,,,孟庭苇,乃琳,完整, 汉语,,,TRUE,,FALSE
A000372,2021.07.30,BV1Tb4y1z7zC,,0,222432, 路灯下的小姑娘,mp3,路灯下的小姑娘,,,,"贾玲,沈腾,张小斐",珈乐,完整, 汉语,,,TRUE,,FALSE
A000373,2021.07.30,BV1Tb4y1z7zC,,0,243024, 远走高飞,mp3,远走高飞,,,,金志文,嘉然,完整, 汉语,,,TRUE,,FALSE
A000374,2021.07.30,BV1Tb4y1z7zC,,0,213648, 骑士精神,mp3,骑士精神,,,,"迪丽热巴,华晨宇",珈乐,完整, 汉语,,,TRUE,,FALSE
A000375,2021.07.31,BV1tQ4y1f7UZ,,0,234312, 勇气 3.0,mp3,勇气,3.0,,,棉子,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000376,2021.07.31,BV1tQ4y1f7UZ,,0,54312, 摇滚一下吧 2.0,mp3,摇滚一下吧,2.0,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000377,2021.08.04,BV1eQ4y1f7rN,,0,289560, I Believe,mp3,I Believe,,,,申升勋 (신승훈),珈乐,完整, 汉语,,,TRUE,,FALSE
A000378,2021.08.04,BV1k44y117Y1,,0,72792, Ring Ring Ring,mp3,Ring Ring Ring,,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000379,2021.08.04,BV1k44y117Y1,,0,115920, 光,mp3,光,,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000380,2021.08.04,BV1eQ4y1f7rN,,0,211224, 历历万乡,mp3,历历万乡,,,,陈粒,珈乐,完整, 汉语,,,TRUE,,FALSE
A000381,2021.08.04,BV1k44y117Y1,,0,235056, 姗姗,mp3,姗姗,,,,金玟岐,向晚,完整, 日语,,,TRUE,,FALSE
A000382,2021.08.04,BV1k44y117Y1,,0,108816, 心愿便利贴 4.0,mp3,心愿便利贴,4.0,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000383,2021.08.04,BV1eQ4y1f7rN,,0,259704, 我 （完整版）,mp3,我,,完整版,,蔡依林,珈乐,完整, 汉语,,,TRUE,,FALSE
A000384,2021.08.04,BV1k44y117Y1,,0,83640, 鸽子 4.0,mp3,鸽子,4.0,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000385,2021.08.05,BV13M4y1K7Cu,,0,191352, 我和你,mp3,我和你,,,,皮卡丘多多,嘉然,完整, 汉语,,,TRUE,,FALSE
A000386,2021.08.05,BV13M4y1K7Cu,,0,272592, 有可能的夜晚,mp3,有可能的夜晚,,,,莫籽,嘉然,完整, 汉语,,,TRUE,,FALSE
A000387,2021.08.05,BV13M4y1K7Cu,,0,214032, 猪猪侠,mp3,猪猪侠,,,,陈洁丽,嘉然,完整, 汉语,,,TRUE,,FALSE
A000388,2021.08.06,BV1C3411r7LA,,0,208272, Lover Boy 88,mp3,Lover Boy 88,,,,"Phum Viphurit,Higher Brothers","向晚,贝拉,嘉然",完整, 汉语,,,TRUE,,FALSE
A000389,2021.08.08,BV1oo4y1S7iP,,0,148968, City Of Stars,mp3,City Of Stars,,,,"Ryan Gosling,Emma Stone",乃琳,完整, 英语,,,TRUE,,FALSE
A000390,2021.08.08,BV1oo4y1S7iP,,0,208152, The Legend Of Ashitaka,mp3,The Legend Of Ashitaka,,,,,乃琳,完整, 日语,,,TRUE,,FALSE
A000391,2021.08.08,BV1oo4y1S7iP,,0,245424, 克卜勒,mp3,克卜勒,,,,孙燕姿,乃琳,完整, 汉语,,,TRUE,,FALSE
A000392,2021.08.08,BV1oo4y1S7iP,,0,189912, 快乐星猫,mp3,快乐星猫,,,,牛奶咖啡,乃琳,完整, 汉语,,,TRUE,,FALSE
A000393,2021.08.08,BV1oo4y1S7iP,,0,245688, 我的秘密,mp3,我的秘密,,,,G.E.M. 邓紫棋,乃琳,完整, 汉语,,,TRUE,,FALSE
A000394,2021.08.08,BV1oo4y1S7iP,,0,131088, 梨花颂,mp3,梨花颂,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000395,2021.08.08,BV1oo4y1S7iP,,0,240408, 渡月橋～君想ふ～,mp3,渡月橋～君想ふ～,,,,仓木麻衣 (くらき まい),乃琳,完整, 日语,,,TRUE,,FALSE
A000396,2021.08.08,BV1oo4y1S7iP,,0,236256, 红玫瑰,mp3,红玫瑰,,,,陈奕迅,乃琳,完整, 汉语,,,TRUE,,FALSE
A000397,2021.08.08,BV1oo4y1S7iP,,0,286800, 逆光,mp3,逆光,,,,孙燕姿,乃琳,完整, 汉语,,,TRUE,,FALSE
A000398,2021.08.08,BV1oo4y1S7iP,,0,290184, 醉,mp3,醉,,,,黄龄,乃琳,完整, 汉语,,,TRUE,,FALSE
A000399,2021.08.08,BV1oo4y1S7iP,,0,221736, 陪我长大,mp3,陪我长大,,,,段奥娟,"向晚,贝拉,珈乐,嘉然",完整, 汉语,,,TRUE,,FALSE
A000400,2021.08.11,BV1fL4y1Y7ie,,0,76392, Baby,mp3,Baby,,,,,"向晚,贝拉",完整, 英语,,,TRUE,,FALSE
A000401,2021.08.11,BV1fL4y1Y7ie,,0,46848, Lucky,mp3,Lucky,,,,,"向晚,贝拉",完整, 英语,,,TRUE,,FALSE
A000402,2021.08.11,BV1rb4y1U7YL,,0,288096, 依兰爱情故事,mp3,依兰爱情故事,,,,方磊,"珈乐,乃琳",完整, 汉语,,,TRUE,,FALSE
A000403,2021.08.11,BV1rb4y1U7YL,,0,205824, 大笑江湖,mp3,大笑江湖,,,,小沈阳,"珈乐,乃琳",完整, 汉语,,,TRUE,,FALSE
A000404,2021.08.11,BV1rb4y1U7YL,,0,281160, 张三的歌,mp3,张三的歌,,,,蔡琴,"珈乐,乃琳",完整, 汉语,,,TRUE,,FALSE
A000405,2021.08.11,BV1fL4y1Y7ie,,0,205992, 橘子汽水,mp3,橘子汽水,,,,南拳妈妈,"向晚,贝拉",完整, 汉语,,,TRUE,,FALSE
A000406,2021.08.11,BV1fL4y1Y7ie,,0,80352, 猪之歌 2.0,mp3,猪之歌,2.0,,,,"向晚,贝拉",完整, 汉语,,,TRUE,,FALSE
A000407,2021.08.11,BV1fL4y1Y7ie,,0,197208, 猪之歌,mp3,猪之歌,,,,香香,"向晚,贝拉",完整, 汉语,,,TRUE,,FALSE
A000408,2021.08.11,BV1rb4y1U7YL,,0,242280, 贝加尔湖畔,mp3,贝加尔湖畔,,,,李健,"珈乐,乃琳",完整, 汉语,,,TRUE,,FALSE
A000409,2021.08.12,BV1f64y1i7Mv,,0,202848, きみにとどけ,mp3,きみにとどけ,,,好想告诉你,谷泽智文 (たにざわ ともふみ),嘉然,完整, 日语,,,TRUE,,FALSE
A000410,2021.08.12,BV1f64y1i7Mv,,0,262152, 不可思议 4.0,mp3,不可思议,4.0,,,金莎,嘉然,完整, 汉语,,,TRUE,,FALSE
A000411,2021.08.12,BV1f64y1i7Mv,,0,184872, 多一点喜欢 2.0,mp3,多一点喜欢,2.0,,,王舒,嘉然,完整, 汉语,,,TRUE,,FALSE
A000412,2021.08.12,BV1f64y1i7Mv,,0,138576, 猫中毒,mp3,猫中毒,,,,嘉然Diana,嘉然,完整, 日语,,,TRUE,,FALSE
A000413,2021.08.13,BV14q4y1S7Tz,,0,249240, START DASH!,mp3,START DASH!,,,,μ's (缪斯),向晚,完整, 日语,,,TRUE,,FALSE
A000414,2021.08.14,BV1mv411P7Vz,,0,49776, 夏天 （片段弹唱）,mp3,夏天,,片段弹唱,,王玉萌,向晚,完整, 汉语,,,TRUE,,FALSE
A000415,2021.08.14,BV1mv411P7Vz,,0,241080, 小宇 3.0,mp3,小宇,3.0,,,张震岳,向晚,完整, 汉语,,,TRUE,,FALSE
A000416,2021.08.14,BV1mv411P7Vz,,0,196176, 当我们一起走过,mp3,当我们一起走过,,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000417,2021.08.14,BV1mv411P7Vz,,0,194712, 我多喜欢你，你会知道,mp3,我多喜欢你，你会知道,,,,王俊琪,贝拉,完整, 汉语,,,TRUE,,FALSE
A000418,2021.08.14,BV1mv411P7Vz,,0,137520, 晴天,mp3,晴天,,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000419,2021.08.14,BV1mv411P7Vz,,0,218352, 温柔 2.0,mp3,温柔,2.0,,,,向晚,完整, 汉语,,,TRUE,,FALSE
A000420,2021.08.14,BV1mv411P7Vz,,0,84312, 爱你 （学唱版）,mp3,爱你,,学唱版,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000421,2021.08.14,BV1mv411P7Vz,,0,220176, 繁花,mp3,繁花,,,,董真,乃琳,完整, 汉语,,,TRUE,,FALSE
A000422,2021.08.14,BV1mv411P7Vz,,0,212976, 红色高跟鞋 2.0,mp3,红色高跟鞋,2.0,,,蔡健雅,珈乐,完整, 汉语,,,TRUE,,FALSE
A000423,2021.08.14,BV1mv411P7Vz,,0,273096, 金风玉露·夜语迟,mp3,金风玉露·夜语迟,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000424,2021.08.14,BV1mv411P7Vz,,0,222264, 鹊桥汇,mp3,鹊桥汇,,,,花儿乐队,乃琳,完整, 汉语,,,TRUE,,FALSE
A000425,2021.08.14,BV1mv411P7Vz,,0,210240, 麋鹿森林 2.0,mp3,麋鹿森林,2.0,,,一口甜,嘉然,完整, 汉语,,,TRUE,,FALSE
A000426,2021.08.18,BV1Yq4y1M7jH,,0,178008, Love Story,mp3,Love Story,,,,栗卡卡,向晚,完整, 英语,,,TRUE,,FALSE
A000427,2021.08.18,BV1GQ4y1m77N,,0,228984, Marry You,mp3,Marry You,,,,Bruno Mars,乃琳,完整, 英语,,,TRUE,,FALSE
A000428,2021.08.18,BV1GQ4y1m77N,,0,215640, Ring Ring Ring,mp3,Ring Ring Ring,,,,S.H.E,乃琳,完整, 日语,,,TRUE,,FALSE
A000429,2021.08.18,BV1GQ4y1m77N,,0,246504, 不完美小孩,mp3,不完美小孩,,,,TFBOYS,乃琳,完整, 汉语,,,TRUE,,FALSE
A000430,2021.08.18,BV1Yq4y1M7jH,,0,254088, 君がいない夏,mp3,君がいない夏,,,没有你的夏天,DEEN,向晚,完整, 日语,,,TRUE,,FALSE
A000431,2021.08.18,BV1GQ4y1m77N,,0,244464, 夏天的风 2.0,mp3,夏天的风,2.0,,,温岚,乃琳,完整, 汉语,,,TRUE,,FALSE
A000432,2021.08.18,BV1Yq4y1M7jH,,0,212472, 夏天的风 3.0,mp3,夏天的风,3.0,,,火羊瞌睡了,向晚,完整, 汉语,,,TRUE,,FALSE
A000433,2021.08.18,BV1GQ4y1m77N,,0,121608, 小幸运 2.0 [粉丝钢伴],mp3,小幸运,2.0,粉丝钢伴,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000434,2021.08.18,BV14q4y1M7FN,,0,256464, 所有人都在玩手机,mp3,所有人都在玩手机,,,,马赛克乐队,珈乐,完整, 汉语,,,TRUE,,FALSE
A000435,2021.08.18,BV1Yq4y1M7jH,,0,175368, 爱夏,mp3,爱夏,,,,月华流霜,向晚,完整, 汉语,,,TRUE,,FALSE
A000436,2021.08.18,BV1Yq4y1M7jH,,0,147264, 被风吹过的夏天,mp3,被风吹过的夏天,,,,"宋茜,周觅",向晚,完整, 汉语,,,TRUE,,FALSE
A000437,2021.08.19,BV1Pb4y1S7zd,,0,205416, Milk And Cookies,mp3,Milk And Cookies,,,,Melanie Martinez,贝拉,完整, 英语,,,TRUE,,FALSE
A000438,2021.08.19,BV1eA411A73H,,0,113232, あったかいんだからぁ,mp3,あったかいんだからぁ,,,正因为微暖,十九遥,嘉然,完整, 日语,,,TRUE,,FALSE
A000439,2021.08.19,BV1Pb4y1S7zd,,0,363936, アメフラシの歌～Beautiful Rain～,mp3,アメフラシの歌～Beautiful Rain～,,,祈雨之歌,前田玲奈 (まえだ れな),贝拉,完整, 日语,,,TRUE,,FALSE
A000440,2021.08.19,BV1Pb4y1S7zd,,0,301584, 奈落の花,mp3,奈落の花,,,,島みやえい子 (岛宫荣子),贝拉,完整, 日语,,,TRUE,,FALSE
A000441,2021.08.19,BV1eA411A73H,,0,179328, 好像掉进爱情海里 4.0,mp3,好像掉进爱情海里,4.0,,,南偿,嘉然,完整, 汉语,,,TRUE,,FALSE
A000442,2021.08.19,BV1Pb4y1S7zd,,0,235416, 雨の庭,mp3,雨の庭,,,,长泽陵川,贝拉,完整, 日语,,,TRUE,,FALSE
A000443,2021.08.20,BV1Eq4y1M7e7,,0,215040, 美丽新世界,mp3,美丽新世界,,,,"王力宏,羽泉",A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000444,2021.08.21,BV1vf4y1P7B6,,0,277080, Fish In The Pool,mp3,Fish In The Pool,,,,ヘクとパスカル,贝拉,完整, 英语,,,TRUE,,FALSE
A000445,2021.08.21,BV1vf4y1P7B6,,0,279264, 一生所爱 2.0,mp3,一生所爱,2.0,,,"卢冠廷,莫文蔚",乃琳,完整, 汉语,,,TRUE,,FALSE
A000446,2021.08.21,BV1vf4y1P7B6,,0,248976, 奇妙能力歌 2.0,mp3,奇妙能力歌,2.0,,,陈粒,乃琳,完整, 汉语,,,TRUE,,FALSE
A000447,2021.08.21,BV1vf4y1P7B6,,0,272400, 爱的就是你,mp3,爱的就是你,,,,刘佳,向晚,完整, 汉语,,,TRUE,,FALSE
A000448,2021.08.21,BV1vf4y1P7B6,,0,303768, 男孩别哭,mp3,男孩别哭,,,,海龟先生,珈乐,完整, 汉语,,,TRUE,,FALSE
A000449,2021.08.21,BV1vf4y1P7B6,,0,206616, 靠近一点点 2.0,mp3,靠近一点点,2.0,,,Lara梁心颐,嘉然,完整, 汉语,,,TRUE,,FALSE
A000450,2021.08.22,BV1Gq4y1u7j6,,0,188952, 放生,mp3,放生,,,,,"向晚,乃琳",完整, 汉语,,,TRUE,,FALSE
A000451,2021.08.25,BV1h44y1k73u,,0,251496, Susan说,mp3,Susan说,,,,陶喆,珈乐,完整, 汉语,,,TRUE,,FALSE
A000452,2021.08.25,BV1h44y1k73u,,0,246432, 张三的歌 2.0,mp3,张三的歌,2.0,,,李寿全,珈乐,完整, 汉语,,,TRUE,,FALSE
A000453,2021.08.25,BV1jP4y1p7hc,,0,222360, 星空剪影,mp3,星空剪影,,,,张碧晨,乃琳,完整, 汉语,,,TRUE,,FALSE
A000454,2021.08.25,BV1h44y1k73u,,0,212040, 理想三旬 2.0,mp3,理想三旬,2.0,,,陈鸿宇,珈乐,完整, 汉语,,,TRUE,,FALSE
A000455,2021.08.25,BV1jP4y1p7hc,,0,210312, 给女孩,mp3,给女孩,,,,李宇春,乃琳,完整, 汉语,,,TRUE,,FALSE
A000456,2021.08.26,BV1BQ4y1Y7dk,,0,260136, 中华美食颂,mp3,中华美食颂,,,,"汐音社,以冬,云の泣,Tacke竹桑",贝拉,完整, 汉语,,,TRUE,,FALSE
A000457,2021.08.26,BV16Q4y1Y7Ex,,0,216216, 兜风,mp3,兜风,,,,"苏志燮,Younha",嘉然,完整, 汉语,,,TRUE,,FALSE
A000458,2021.08.26,BV16Q4y1Y7Ex,,0,203448, 我喜欢上你时的内心活动,mp3,我喜欢上你时的内心活动,,,,陈绮贞,嘉然,完整, 汉语,,,TRUE,,FALSE
A000459,2021.08.26,BV16Q4y1Y7Ex,,0,236520, 最近好吗,mp3,最近好吗,,,,张韶涵,嘉然,完整, 汉语,,,TRUE,,FALSE
A000460,2021.08.26,BV16Q4y1Y7Ex,,0,182664, 甜夜,mp3,甜夜,,,,很美味,嘉然,完整, 日语,,,TRUE,,FALSE
A000461,2021.08.27,BV1Yf4y1N7Ay,,0,253200, 求佛,mp3,求佛,,,,王恰恰,珈乐,完整, 汉语,,,TRUE,,FALSE
A000462,2021.08.27,BV1Yf4y1N7Ay,,0,222120, 火红的萨日朗,mp3,火红的萨日朗,,,,要不要买菜,乃琳,完整, 汉语,,,TRUE,,FALSE
A000463,2021.08.27,BV1Yf4y1N7Ay,,0,197736, 穷开心,mp3,穷开心,,,,花儿乐队,乃琳,完整, 汉语,,,TRUE,,FALSE
A000464,2021.08.27,BV1Yf4y1N7Ay,,0,145248, 蜜雪冰城,mp3,蜜雪冰城,,,,蜜雪冰城,嘉然,完整, 汉语,,,TRUE,,FALSE
A000465,2021.08.28,BV1Ub4y1m78A,,0,227208, Da Da Da,mp3,Da Da Da,,,,Tanir & Tyomcha,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000466,2021.08.28,BV1Ub4y1m78A,,0,140424, Hopeful Dreamer 2.0,mp3,Hopeful Dreamer,2.0,,,,"向晚,嘉然",完整, 汉语,,,TRUE,,FALSE
A000467,2021.08.28,BV1Ub4y1m78A,,0,67824, 小拜年,mp3,小拜年,,,,韩宝仪,"向晚,珈乐",完整, 汉语,,,TRUE,,FALSE
A000468,2021.08.28,BV1Ub4y1m78A,,0,121104, 水母之歌 6.0,mp3,水母之歌,6.0,,,千璃,向晚,完整, 汉语,,,TRUE,,FALSE
A000469,2021.09.01,BV1kv411A7yu,,0,235416, Love Story 2.0,mp3,Love Story,2.0,,,Taylor Swift,向晚,完整, 英语,,,TRUE,,FALSE
A000470,2021.09.01,BV1kv411A7yu,,0,250896, New Boy,mp3,New Boy,,,,房东的猫,向晚,完整, 汉语,,,TRUE,,FALSE
A000471,2021.09.01,BV1kv411A7yu,,0,166752, 咚咚,mp3,咚咚,,,,,向晚,完整, 日语,,,TRUE,,FALSE
A000472,2021.09.01,BV1WQ4y1h778,,0,193848, 夜来香,mp3,夜来香,,,,邓丽君,珈乐,完整, 日语,,,TRUE,,FALSE
A000473,2021.09.02,BV12Q4y1C7G9,,0,197712, Lucky 2.0,mp3,Lucky,2.0,,,"Jason Mraz,Colbie Caillat",贝拉,完整, 英语,,,TRUE,,FALSE
A000474,2021.09.02,BV12Q4y1C7G9,,0,235728, 魔鬼中的天使,mp3,魔鬼中的天使,,,,田馥甄,贝拉,完整, 汉语,,,TRUE,,FALSE
A000475,2021.09.03,BV1LU4y1P7JW,,0,134160, Do Re Mi,mp3,Do Re Mi,,,,,"向晚,贝拉,嘉然",完整, 英语,,,TRUE,,FALSE
