id,日期,录播来源,录播片段编号,起始时间点,结束时间点,文件名,文件类型,歌名,版本号,版本备注,中文歌名,原曲艺术家,演唱者,演唱状态,语言,备注,参考路灯man,有没有音频,切片源,有没有第二版本
A000968,2022.03.09,BV1vU4y1o7BX,,0,210091,,m4a,星光派对,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000969,2022.03.09,BV1vU4y1o7BX,,0,181675,,m4a,危险派对,,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000970,2022.03.09,BV1vU4y1o7BX,,0,181824,,m4a,挥着翅膀的女孩,,改词,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000971,2022.03.10,BV1Fu411z7Gw,,0,273686,,m4a,轻轻的告诉你,2.0,,,,贝拉,完整, 汉语,,,TRUE,,FALSE
A000972,2022.03.10,BV1t34y187md,,0,254294,,m4a,情歌悠扬,2.0,,,,嘉然,完整, 汉语,,,TRUE,,FALSE
A000973,2021.04.17,BV1aK4y1P7Cg,,0,227840,Hopeful Dreamer (合唱版),mp3,Hopeful Dreamer,,,,,"嘉然,中国绊爱",完整, 汉语,,,TRUE,,FALSE
A000974,2021.09.09,BV1zq4y1N765,,0,197230,Rollin',m4a,Rollin',,,,,贝拉,完整, 韩语,,,TRUE,,FALSE
A000975,2022.03.11,,,0,166400,,m4a,小精灵,,,,,A-SOUL,完整, 汉语,,,TRUE,,FALSE
A000976,2022.03.12,,,0,339627,,m4a,Weight of the World,,,破灭的世界之歌,,向晚,完整, 日语,,,TRUE,,FALSE
A000977,2022.03.12,,,0,234475,,m4a,指纹,,,,,珈乐,完整, 汉语,,,TRUE,,FALSE
A000978,2022.03.12,,,0,181739,,m4a,危险派对,2.0,,,,乃琳,完整, 汉语,,,TRUE,,FALSE
A000979,2022.03.12,,,0,53803,,m4a,香蕉之歌,,,,,A-SOUL,完整, 英语,,,TRUE,,FALSE
A000980,2022.03.16,,,0,147072,,m4a,I’ll cover you,,合唱,,,乃琳,完整, 英语,,,TRUE,,FALSE
A000981,2022.03.16,,,,,,m4a,隔岸&出师表,,,,,珈乐,完整, 汉语,,,FALSE,,FALSE
A000982,2022.03.16,,,,,,m4a,惊蛰,,,,,珈乐,完整, 汉语,,,FALSE,,FALSE
A000983,2022.03.16,,,,,,m4a,艾蜜莉,,,,,珈乐,完整, 汉语,,,FALSE,,FALSE
A000984,2022.03.16,,,,,,m4a,Wherever You Are,2.0,,,,向晚,完整, 英语,,,FALSE,,FALSE
A000985,2022.03.16,,,,,,m4a,Valder Fields,,,,,向晚,完整, 英语,,,FALSE,,FALSE
A000986,2022.03.16,,,,,,m4a,他不爱我,3.0,,,,乃琳,完整, 汉语,,,FALSE,,FALSE
